0.249
0.294
0.337
0.334
0.383
0.312
0.347
0.337
0.332
0.387
0.386
0.299
0.320
0.348
0.373
0.362
0.390
0.330
0.388
0.315
0.353
0.320
0.354
0.300
0.299
