0.400
0.380
0.388
0.415
0.368
0.398
0.422
0.365
0.383
0.359
0.374
0.38
0.385
0.384
0.401
0.358
0.35
0.398
0.349
0.359
0.396
0.34
0.405
0.362
0.498
